run_id,key,catalog,id,slot,file,source_path,preview_path,sheet_id,cell_index,baseline_source_sha256,baseline_preview_sha256,anatomy,text,feasible_state,style_identity,composition,contrast,forbidden_content,provenance,decision,reason,current_source_sha256,current_preview_sha256
design-isms-20260717-02,ism:minimalism:0:landing.png,ism,minimalism,0,landing.png,assets/images/minimalism/landing.png,assets/images/thumbs/minimalism/landing.webp,ism-slot-0,0,fe58a3d8d872c40790940491a98cc4e827394c80d6e38167b9a760eeefaa8061,65ad1d6f0d7aae51fb83495fa5f1f54d265f44a5a252e39d9065d98ea7784dce,pass,pass,pass,pass,pass,pass,fail,pass,replace,Visible browser window controls and address chrome violate the catalog prompt.,4d3deb9698a55b01ec34fde20c6b3dfc8c6acde1ddfe5f76220ff42b53b61a15,292d4eca6c43ffe950a61487dbfcdfd39a66b9423dcf02b5cd234543c3b8a6e6
design-isms-20260717-02,ism:material-design:2:shop.png,ism,material-design,2,shop.png,assets/images/material-design/shop.png,assets/images/thumbs/material-design/shop.webp,ism-slot-2,3,a1ff2abdfe59947951be9ea53131101d704c00e80abe3b48df2c7cb9a7a10c93,c7b90281c019b6eaae17f4efe9181f6eb80ccca034075d29aa0285a3d55124b1,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,a1ff2abdfe59947951be9ea53131101d704c00e80abe3b48df2c7cb9a7a10c93,c7b90281c019b6eaae17f4efe9181f6eb80ccca034075d29aa0285a3d55124b1
design-isms-20260717-02,ism:art-deco:0:landing.png,ism,art-deco,0,landing.png,assets/images/art-deco/landing.png,assets/images/thumbs/art-deco/landing.webp,ism-slot-0,4,ccc2a9ada5e1e4fe88528f3a01901d8b21b26287a32e38ce2bb19349a249e956,6c7c6ca88fc764f8cc14a8546ab3ff72b7a7283adc8cdf64a9e4d01487ad4fa8,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,ccc2a9ada5e1e4fe88528f3a01901d8b21b26287a32e38ce2bb19349a249e956,6c7c6ca88fc764f8cc14a8546ab3ff72b7a7283adc8cdf64a9e4d01487ad4fa8
design-isms-20260717-02,ism:art-deco:1:hotel.png,ism,art-deco,1,hotel.png,assets/images/art-deco/hotel.png,assets/images/thumbs/art-deco/hotel.webp,ism-slot-1,4,4abc9ef99fbbbb8371261a5c965e0caf1a378ea98b044a926dc1b87837f3f747,e3f2ab847966b33c916f37ef8995074e97336c158150a6a4090ccfca5202c6c0,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,4abc9ef99fbbbb8371261a5c965e0caf1a378ea98b044a926dc1b87837f3f747,e3f2ab847966b33c916f37ef8995074e97336c158150a6a4090ccfca5202c6c0
design-isms-20260717-02,ism:art-deco:2:invitation.png,ism,art-deco,2,invitation.png,assets/images/art-deco/invitation.png,assets/images/thumbs/art-deco/invitation.webp,ism-slot-2,4,08f4feed4cc92c4311e0bb3a02295ba88486dcf8bb3d66b87a4ffb7f170ccc5e,cb9531571277a1cffa06c83f0803bfc4af20ce77c701eac6a672898b8972ef1d,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,08f4feed4cc92c4311e0bb3a02295ba88486dcf8bb3d66b87a4ffb7f170ccc5e,cb9531571277a1cffa06c83f0803bfc4af20ce77c701eac6a672898b8972ef1d
design-isms-20260717-02,ism:swiss-style:0:poster.png,ism,swiss-style,0,poster.png,assets/images/swiss-style/poster.png,assets/images/thumbs/swiss-style/poster.webp,ism-slot-0,5,3b4864b3715c6b448d385e275d5a8b0ae973ef4ce7401d96417f2103e3976035,632f8d6b05da1cd7e6db8a2c55d4be83b2f3dc7b469eedf0a9cf3c3e910dc5bf,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,3b4864b3715c6b448d385e275d5a8b0ae973ef4ce7401d96417f2103e3976035,632f8d6b05da1cd7e6db8a2c55d4be83b2f3dc7b469eedf0a9cf3c3e910dc5bf
design-isms-20260717-02,ism:swiss-style:1:corporate.png,ism,swiss-style,1,corporate.png,assets/images/swiss-style/corporate.png,assets/images/thumbs/swiss-style/corporate.webp,ism-slot-1,5,13e507e6540bb2f6db9067470091710a312550efdd4538e7696e3b853f3f47b7,b68fe8c864282d4f5d3dcee14d0cc5c79806535861233432c481025d96706ab4,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,13e507e6540bb2f6db9067470091710a312550efdd4538e7696e3b853f3f47b7,b68fe8c864282d4f5d3dcee14d0cc5c79806535861233432c481025d96706ab4
design-isms-20260717-02,ism:swiss-style:2:magazine.png,ism,swiss-style,2,magazine.png,assets/images/swiss-style/magazine.png,assets/images/thumbs/swiss-style/magazine.webp,ism-slot-2,5,906455dff153e016c48bc33e4ba0fbc74b2316012bec460c37a5f2b22f5d1f2e,66058f6da1d6dd31e33fbfc913ae40f6d27ae918a2b96c67b50771022eba0314,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,906455dff153e016c48bc33e4ba0fbc74b2316012bec460c37a5f2b22f5d1f2e,66058f6da1d6dd31e33fbfc913ae40f6d27ae918a2b96c67b50771022eba0314
design-isms-20260717-02,ism:brutalism:0:landing.png,ism,brutalism,0,landing.png,assets/images/brutalism/landing.png,assets/images/thumbs/brutalism/landing.webp,ism-slot-0,6,18057ee273dd52c579af353030b11e1377c82c3eaa6dbc00712b4ed474338f93,5daab75065447dbabd20a0cf5f265314513ef32d9b7eaf51e4998dc9435fdec4,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,18057ee273dd52c579af353030b11e1377c82c3eaa6dbc00712b4ed474338f93,5daab75065447dbabd20a0cf5f265314513ef32d9b7eaf51e4998dc9435fdec4
design-isms-20260717-02,ism:brutalism:1:shop.png,ism,brutalism,1,shop.png,assets/images/brutalism/shop.png,assets/images/thumbs/brutalism/shop.webp,ism-slot-1,6,60261e85882a28d25785475c01574c4e89a756c9d273254426fc5ff7cd5568f0,4fd13856e2e4ca44448dd7370e4c2505f957efe717a01432024b2618b8940145,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,60261e85882a28d25785475c01574c4e89a756c9d273254426fc5ff7cd5568f0,4fd13856e2e4ca44448dd7370e4c2505f957efe717a01432024b2618b8940145
design-isms-20260717-02,ism:brutalism:2:blog.png,ism,brutalism,2,blog.png,assets/images/brutalism/blog.png,assets/images/thumbs/brutalism/blog.webp,ism-slot-2,6,fe3ad6c5d7d6ffc56deb8c978fc80024d6852b072fc0dcfcca054cae5c272c96,827393bec61596bbc1dc19a2f552857ddcb9136e324dc8e751bdac91f5ccce02,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,fe3ad6c5d7d6ffc56deb8c978fc80024d6852b072fc0dcfcca054cae5c272c96,827393bec61596bbc1dc19a2f552857ddcb9136e324dc8e751bdac91f5ccce02
design-isms-20260717-02,ism:skeuomorphism:0:calculator.png,ism,skeuomorphism,0,calculator.png,assets/images/skeuomorphism/calculator.png,assets/images/thumbs/skeuomorphism/calculator.webp,ism-slot-0,7,dcde7ba559e728148ff4cfaf56a36c2d7429ac2ef00f169b961542c392523844,7e30515f00d6dedc3c89b02dad6ddf2b25f6f93128aad89aae706845c242b9f4,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,dcde7ba559e728148ff4cfaf56a36c2d7429ac2ef00f169b961542c392523844,7e30515f00d6dedc3c89b02dad6ddf2b25f6f93128aad89aae706845c242b9f4
design-isms-20260717-02,ism:skeuomorphism:1:notepad.png,ism,skeuomorphism,1,notepad.png,assets/images/skeuomorphism/notepad.png,assets/images/thumbs/skeuomorphism/notepad.webp,ism-slot-1,7,7e93d1b3fffd40eb7cfe7d0ed0bd14dfc95ac5364e23e6948c38cbda64132832,9fd5e7f3cc069ae09c54acca9169c220c97a4bf33b6bc1cd4d10f45a5f9658c4,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,7e93d1b3fffd40eb7cfe7d0ed0bd14dfc95ac5364e23e6948c38cbda64132832,9fd5e7f3cc069ae09c54acca9169c220c97a4bf33b6bc1cd4d10f45a5f9658c4
design-isms-20260717-02,ism:skeuomorphism:2:bookshelf.png,ism,skeuomorphism,2,bookshelf.png,assets/images/skeuomorphism/bookshelf.png,assets/images/thumbs/skeuomorphism/bookshelf.webp,ism-slot-2,7,c9e80a866850b8b96bc05d232a75afceffbd7ac0f85401af5e7c4630b8c08d21,5bf6821e8ce0f40f2b560bdc5dc3cdec8011e7f1187a61d55035d37d1d419fcd,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,c9e80a866850b8b96bc05d232a75afceffbd7ac0f85401af5e7c4630b8c08d21,5bf6821e8ce0f40f2b560bdc5dc3cdec8011e7f1187a61d55035d37d1d419fcd
design-isms-20260717-02,ism:dark-mode:0:dashboard.png,ism,dark-mode,0,dashboard.png,assets/images/dark-mode/dashboard.png,assets/images/thumbs/dark-mode/dashboard.webp,ism-slot-0,8,f13e6b249bba1b4c472e2721d294b7bcdf6fc1d63efb089376cbd7afbec062fb,e54a28464184e187d545b20d86ec4ab4f3eb4ff76c1cc2a20cc4c18179a0587d,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,f13e6b249bba1b4c472e2721d294b7bcdf6fc1d63efb089376cbd7afbec062fb,e54a28464184e187d545b20d86ec4ab4f3eb4ff76c1cc2a20cc4c18179a0587d
design-isms-20260717-02,ism:dark-mode:1:streaming.png,ism,dark-mode,1,streaming.png,assets/images/dark-mode/streaming.png,assets/images/thumbs/dark-mode/streaming.webp,ism-slot-1,8,e0c3ac22895a8efbb399ed5bbaa1a1fbf12e7afa44c34ab63a35ba51b2820466,e7144a663083c54a20567a1e55ab1f5b73a7202a0f574d54ca172dc4a279dc75,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,e0c3ac22895a8efbb399ed5bbaa1a1fbf12e7afa44c34ab63a35ba51b2820466,e7144a663083c54a20567a1e55ab1f5b73a7202a0f574d54ca172dc4a279dc75
design-isms-20260717-02,ism:dark-mode:2:shop.png,ism,dark-mode,2,shop.png,assets/images/dark-mode/shop.png,assets/images/thumbs/dark-mode/shop.webp,ism-slot-2,8,0b6232ffc2b1b885b30e1e61cfb8fbf500e92363996659967f17f1b07789aca7,31027ba4d3a6a2d0e86112e4220cb81ea81dbfd0425af994c8284a629d55e057,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,0b6232ffc2b1b885b30e1e61cfb8fbf500e92363996659967f17f1b07789aca7,31027ba4d3a6a2d0e86112e4220cb81ea81dbfd0425af994c8284a629d55e057
design-isms-20260717-02,ism:retro-vintage:0:landing.png,ism,retro-vintage,0,landing.png,assets/images/retro-vintage/landing.png,assets/images/thumbs/retro-vintage/landing.webp,ism-slot-0,9,cacec1e05c1e2d2b06d3f523ab478a0e622fff79d3bdbd7a7d89dcaa36010bf3,08deb0fd6b0bc67df1a23cf6572bef457e20064047df54f2741c50a0e7d79973,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,cacec1e05c1e2d2b06d3f523ab478a0e622fff79d3bdbd7a7d89dcaa36010bf3,08deb0fd6b0bc67df1a23cf6572bef457e20064047df54f2741c50a0e7d79973
design-isms-20260717-02,ism:retro-vintage:1:cafe.png,ism,retro-vintage,1,cafe.png,assets/images/retro-vintage/cafe.png,assets/images/thumbs/retro-vintage/cafe.webp,ism-slot-1,9,4b959ef622f7e011a660f71b66438d53b44c77605e2bc978794cd7df4fc3cefd,1f364ebf0d8df37857a5e69d8b96860fb249458a060bdb358b0939a3bc6af424,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,4b959ef622f7e011a660f71b66438d53b44c77605e2bc978794cd7df4fc3cefd,1f364ebf0d8df37857a5e69d8b96860fb249458a060bdb358b0939a3bc6af424
design-isms-20260717-02,ism:retro-vintage:2:poster.png,ism,retro-vintage,2,poster.png,assets/images/retro-vintage/poster.png,assets/images/thumbs/retro-vintage/poster.webp,ism-slot-2,9,4c83209cd9e0d7c090150a2b659438e8f8f24ab895419098010ed35383f987eb,9e8c250c107b0562d6d069cb932031a0588a39d7ba483fd00ffedd573d1212fd,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,4c83209cd9e0d7c090150a2b659438e8f8f24ab895419098010ed35383f987eb,9e8c250c107b0562d6d069cb932031a0588a39d7ba483fd00ffedd573d1212fd
design-isms-20260717-02,ism:futurism:0:landing.png,ism,futurism,0,landing.png,assets/images/futurism/landing.png,assets/images/thumbs/futurism/landing.webp,ism-slot-0,10,924c01681f82da09f7e2fbd4f5031763ed254b77dc6389f12986a5cb4bbdedb4,b0875419cb60baa3a0f82b4aac8856e87477f27b81f2e82777724b0fd16db6b6,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,924c01681f82da09f7e2fbd4f5031763ed254b77dc6389f12986a5cb4bbdedb4,b0875419cb60baa3a0f82b4aac8856e87477f27b81f2e82777724b0fd16db6b6
design-isms-20260717-02,ism:futurism:1:portfolio.png,ism,futurism,1,portfolio.png,assets/images/futurism/portfolio.png,assets/images/thumbs/futurism/portfolio.webp,ism-slot-1,10,7c4e27b7d18eef7487db74dcc9cac673db27f1b10d31bc16936fc185001152cd,1dd240c87953cfd7dac66e1fa1d42c42b7f1572ff1fbe773e53997407a12f3a7,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,7c4e27b7d18eef7487db74dcc9cac673db27f1b10d31bc16936fc185001152cd,1dd240c87953cfd7dac66e1fa1d42c42b7f1572ff1fbe773e53997407a12f3a7
design-isms-20260717-02,ism:futurism:2:poster.png,ism,futurism,2,poster.png,assets/images/futurism/poster.png,assets/images/thumbs/futurism/poster.webp,ism-slot-2,10,22789465a9cd8a1ad59e0a64d3bcb4b38fb17b647986fdc0b2b1206454abeeab,a8ceeb8df67700c3235450de86a7c8af447b01a9cb463f8659a0ba396acdb5ef,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,22789465a9cd8a1ad59e0a64d3bcb4b38fb17b647986fdc0b2b1206454abeeab,a8ceeb8df67700c3235450de86a7c8af447b01a9cb463f8659a0ba396acdb5ef
design-isms-20260717-02,ism:memphis-design:0:landing.png,ism,memphis-design,0,landing.png,assets/images/memphis-design/landing.png,assets/images/thumbs/memphis-design/landing.webp,ism-slot-0,11,4548f5bcc9b5b4ba723a8237e10a19dcb17d20be774222caf8ab383437ff3c3d,233560b80a28268d8a44392963892039c5860fa26c4060d20bf0e31843375b15,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,4548f5bcc9b5b4ba723a8237e10a19dcb17d20be774222caf8ab383437ff3c3d,233560b80a28268d8a44392963892039c5860fa26c4060d20bf0e31843375b15
design-isms-20260717-02,ism:memphis-design:1:poster.png,ism,memphis-design,1,poster.png,assets/images/memphis-design/poster.png,assets/images/thumbs/memphis-design/poster.webp,ism-slot-1,11,96bfe230ae2f9a1d30f19b2711f3fa78844fe5d9ff29503e729c7c1cf4d62b8d,3f945e120828feab615a1a866e38e03c05d8ea9aebb18f5d412ec43c0e04d03c,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,96bfe230ae2f9a1d30f19b2711f3fa78844fe5d9ff29503e729c7c1cf4d62b8d,3f945e120828feab615a1a866e38e03c05d8ea9aebb18f5d412ec43c0e04d03c
design-isms-20260717-02,ism:memphis-design:2:shop.png,ism,memphis-design,2,shop.png,assets/images/memphis-design/shop.png,assets/images/thumbs/memphis-design/shop.webp,ism-slot-2,11,ea3a51b31bc4dfa7bd32eb541f959ecece89bb872a4eccb9ef40b6d6e89a6ca6,df5ebefe63a24526ad5cca7ec9767f4cef80e2405f514987f533ce9d021c99ff,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,ea3a51b31bc4dfa7bd32eb541f959ecece89bb872a4eccb9ef40b6d6e89a6ca6,df5ebefe63a24526ad5cca7ec9767f4cef80e2405f514987f533ce9d021c99ff
design-isms-20260717-02,ism:cyberpunk:0:landing.png,ism,cyberpunk,0,landing.png,assets/images/cyberpunk/landing.png,assets/images/thumbs/cyberpunk/landing.webp,ism-slot-0,12,91c0ec69ab65ae6e6d70aba865cc4ebdbe044d3118ab6b11605d03b0242139bd,fcdffb994aeb3fdba71e15d7a783f87e2a8834b822fb659c13305a13e68d54db,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,91c0ec69ab65ae6e6d70aba865cc4ebdbe044d3118ab6b11605d03b0242139bd,fcdffb994aeb3fdba71e15d7a783f87e2a8834b822fb659c13305a13e68d54db
design-isms-20260717-02,ism:cyberpunk:1:game.png,ism,cyberpunk,1,game.png,assets/images/cyberpunk/game.png,assets/images/thumbs/cyberpunk/game.webp,ism-slot-1,12,30df85a46e285754077b18b3cce5c8c386df924c777ad37341fe4d2ffce8eddc,32340410dec86265597691d8bfd0cd397e7b7638522f7c7e07d8e899affe8928,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,30df85a46e285754077b18b3cce5c8c386df924c777ad37341fe4d2ffce8eddc,32340410dec86265597691d8bfd0cd397e7b7638522f7c7e07d8e899affe8928
design-isms-20260717-02,ism:cyberpunk:2:shop.png,ism,cyberpunk,2,shop.png,assets/images/cyberpunk/shop.png,assets/images/thumbs/cyberpunk/shop.webp,ism-slot-2,12,9e648a3bbd10e85b54bed681768d3eae53b9712764ceb082856a56addf76ae84,31d29e56f3a63fbe1fcc89e7133ece1fd862c50a4a615e551ced104b60917279,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,9e648a3bbd10e85b54bed681768d3eae53b9712764ceb082856a56addf76ae84,31d29e56f3a63fbe1fcc89e7133ece1fd862c50a4a615e551ced104b60917279
design-isms-20260717-02,ism:psychedelic:0:landing.png,ism,psychedelic,0,landing.png,assets/images/psychedelic/landing.png,assets/images/thumbs/psychedelic/landing.webp,ism-slot-0,13,48a9082645a179c5eda755e61173d13276f60c460fb0cdd1e5360ea369204541,c6f03d0f8340be2b7d7443d4d552bf1c646f44d2289e25e7d5938c49970c2b6d,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,48a9082645a179c5eda755e61173d13276f60c460fb0cdd1e5360ea369204541,c6f03d0f8340be2b7d7443d4d552bf1c646f44d2289e25e7d5938c49970c2b6d
design-isms-20260717-02,ism:psychedelic:1:music.png,ism,psychedelic,1,music.png,assets/images/psychedelic/music.png,assets/images/thumbs/psychedelic/music.webp,ism-slot-1,13,ec39f71cb0fb952861338cceedb910bf1a854083c4c0d21f1b10d8932b28f3fa,e94136dd5146aaac4f35080978e7477de5febe85074dfbca5d99c6e4c305dd18,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,ec39f71cb0fb952861338cceedb910bf1a854083c4c0d21f1b10d8932b28f3fa,e94136dd5146aaac4f35080978e7477de5febe85074dfbca5d99c6e4c305dd18
design-isms-20260717-02,ism:psychedelic:2:poster.png,ism,psychedelic,2,poster.png,assets/images/psychedelic/poster.png,assets/images/thumbs/psychedelic/poster.webp,ism-slot-2,13,238275e92b8942a9ec59348efe30af4ce1a2161f9ec318d2b40972874d6dbf40,05abd061ee04dab01c4a376a4069685882c1878934f8c50846f7aca26c978c25,pass,pass,pass,pass,pass,pass,pass,pass,keep,Baseline sheet reviewed; no rubric defect observed.,238275e92b8942a9ec59348efe30af4ce1a2161f9ec318d2b40972874d6dbf40,05abd061ee04dab01c4a376a4069685882c1878934f8c50846f7aca26c978c25
